waveform	[0]	[1]
t0	2/27/2024  16:34:33.202946	2/27/2024  16:34:33.202946
delta t	0.000200	0.000200

time	Y[0]	Y[1]
2/27/2024  16:34:33.245746	6.497809E-1	3.032071E+0
2/27/2024  16:34:33.245946	6.716277E-1	3.031100E+0
2/27/2024  16:34:33.246146	8.564356E-1	3.033851E+0
2/27/2024  16:34:33.246346	5.899044E-1	3.032232E+0
2/27/2024  16:34:33.246546	6.127222E-1	3.032232E+0
2/27/2024  16:34:33.246746	6.301996E-1	3.031909E+0
2/27/2024  16:34:33.246946	6.470298E-1	3.032556E+0
2/27/2024  16:34:33.247146	6.677438E-1	3.029805E+0
2/27/2024  16:34:33.247346	7.067444E-1	3.031909E+0
2/27/2024  16:34:33.247546	6.505900E-1	3.029967E+0
2/27/2024  16:34:33.247746	6.096475E-1	3.030452E+0
2/27/2024  16:34:33.247946	6.313324E-1	3.030938E+0
2/27/2024  16:34:33.248146	6.507518E-1	3.030290E+0
2/27/2024  16:34:33.248346	6.784245E-1	3.031100E+0
2/27/2024  16:34:33.248546	5.298065E+0	2.967824E+0
2/27/2024  16:34:33.248746	6.028507E-1	3.029481E+0
2/27/2024  16:34:33.248946	6.310088E-1	3.028834E+0
2/27/2024  16:34:33.249146	6.539884E-1	3.029319E+0
2/27/2024  16:34:33.249346	6.931508E-1	3.029805E+0
2/27/2024  16:34:33.249546	5.941120E-1	3.027054E+0
2/27/2024  16:34:33.249746	6.203281E-1	3.027863E+0
2/27/2024  16:34:33.249946	6.433077E-1	3.027378E+0
2/27/2024  16:34:33.250146	6.729223E-1	3.026892E+0
2/27/2024  16:34:33.250346	5.298065E+0	3.055536E+0
2/27/2024  16:34:33.250546	6.096475E-1	3.026245E+0
2/27/2024  16:34:33.250746	6.363491E-1	3.026083E+0
2/27/2024  16:34:33.250946	6.653164E-1	3.024626E+0
2/27/2024  16:34:33.251146	5.298065E+0	3.076574E+0
2/27/2024  16:34:33.251346	6.054399E-1	3.025921E+0
2/27/2024  16:34:33.251546	6.366728E-1	3.026730E+0
2/27/2024  16:34:33.251746	6.709804E-1	3.025597E+0
2/27/2024  16:34:33.251946	4.582428E+0	3.032718E+0
2/27/2024  16:34:33.252146	6.209754E-1	3.025759E+0
2/27/2024  16:34:33.252346	6.541502E-1	3.027216E+0
2/27/2024  16:34:33.252546	2.012864E+0	3.018800E+0
2/27/2024  16:34:33.252746	6.130459E-1	3.026568E+0
2/27/2024  16:34:33.252946	6.494572E-1	3.026730E+0
2/27/2024  16:34:33.253146	4.142725E+0	3.047121E+0
2/27/2024  16:34:33.253346	6.198426E-1	3.025759E+0
2/27/2024  16:34:33.253546	6.635363E-1	3.023817E+0
2/27/2024  16:34:33.253746	5.887716E-1	3.026083E+0
2/27/2024  16:34:33.253946	6.418513E-1	3.026083E+0
2/27/2024  16:34:33.254146	5.298065E+0	2.967015E+0
2/27/2024  16:34:33.254346	6.324652E-1	3.026083E+0
2/27/2024  16:34:33.254546	7.384628E-1	3.028510E+0
2/27/2024  16:34:33.254746	6.240502E-1	3.026892E+0
2/27/2024  16:34:33.254946	6.855449E-1	3.028510E+0
2/27/2024  16:34:33.255146	6.136932E-1	3.027701E+0
2/27/2024  16:34:33.255346	6.688766E-1	3.027054E+0
2/27/2024  16:34:33.255546	5.999378E-1	3.027378E+0
2/27/2024  16:34:33.255746	6.496190E-1	3.028187E+0
2/27/2024  16:34:33.255946	5.298065E+0	2.967824E+0
2/27/2024  16:34:33.256146	6.206518E-1	3.027701E+0
2/27/2024  16:34:33.256346	6.536647E-1	3.028834E+0
2/27/2024  16:34:33.256546	1.134133E+0	3.029158E+0
2/27/2024  16:34:33.256746	6.085147E-1	3.027378E+0
